product_id,product_name,category,unit_price,stock_level,product_launch_date,supplier_id
P143,Strawberries 16 oz #12,Produce,4.87,348,2022-11-07,S007
P144,Grapes 1 L #12,Produce,4.86,1111,2021-04-29,S001
P145,Apples 32 oz #13,Produce,2.48,1057,2023-03-18,S018
P146,Bananas 12 oz #13,Produce,1.21,733,2020-06-25,S013
P147,Baby Carrots 2 lb #13,Produce,6.00,941,2022-09-07,S014
P148,Broccoli 16 oz #13,Produce,5.03,749,2020-05-31,S003
P149,Spinach 2 lb #13,Produce,2.97,805,2023-10-24,S005
P150,Tomatoes 500 ml #13,Produce,5.33,1303,2023-02-03,S006
P151,Avocados 1 lb #13,Produce,4.72,1129,2020-09-21,S002
P152,Lettuce 16 oz #13,Produce,5.07,722,2022-11-27,S006
P153,Cucumbers 16 oz #13,Produce,1.39,808,2023-12-23,S017
P154,Blueberries 32 oz #13,Produce,5.42,502,2020-06-10,S018
P155,Strawberries 32 oz #13,Produce,2.01,1358,2023-07-04,S018
P156,Grapes 16 oz #13,Produce,1.01,1312,2023-08-05,S019
P157,Apples 2 lb #14,Produce,1.35,1575,2023-09-11,S020
P158,Bananas 12 oz #14,Produce,2.36,1790,2023-02-28,S001
P159,Baby Carrots 1 L #14,Produce,0.95,1281,2023-08-06,S009
P160,Broccoli 1 lb #14,Produce,4.08,1365,2023-03-17,S001
P161,Spinach 2 lb #14,Produce,3.24,693,2023-07-08,S010
P162,Tomatoes 1 lb #14,Produce,3.16,709,2023-11-03,S015
P163,Avocados 16 oz #14,Produce,0.90,1000,2020-05-02,S014
P164,Lettuce 32 oz #14,Produce,3.16,1342,2021-02-21,S005
P165,Cucumbers 500 ml #14,Produce,2.22,1862,2021-10-15,S012
P166,Blueberries 1 L #14,Produce,5.86,858,2020-09-24,S017
P167,Strawberries 16 oz #14,Produce,3.59,1055,2021-10-15,S004
P168,Grapes 16 oz #14,Produce,1.97,298,2021-05-22,S002
P169,Apples 1 L #15,Produce,2.10,1360,2022-02-25,S014
P170,Bananas 1 L #15,Produce,1.87,770,2020-11-23,S019
P171,Baby Carrots 1 L #15,Produce,4.47,426,2021-01-23,S016
P172,Broccoli 1 lb #15,Produce,5.98,1900,2022-08-14,S010
P173,Spinach 1 lb #15,Produce,3.24,1135,2020-07-03,S015
P174,Tomatoes 2 lb #15,Produce,5.82,822,2021-03-16,S002
P175,Avocados 2 lb #15,Produce,0.78,1907,2022-10-10,S016
P176,Lettuce 1 L #15,Produce,2.07,320,2020-01-17,S014
P177,Cucumbers 500 ml #15,Produce,1.24,849,2021-06-25,S013
P178,Blueberries 12 oz #15,Produce,2.51,1267,2022-03-31,S018
P179,Strawberries 32 oz #15,Produce,1.57,250,2023-02-07,S013
P180,Grapes 32 oz #15,Produce,3.27,1790,2023-01-31,S020
P181,Apples 16 oz #16,Produce,4.24,298,2020-08-31,S013
P182,Bananas 2 lb #16,Produce,2.55,848,2021-11-25,S005
P183,Baby Carrots 1 lb #16,Produce,1.59,1124,2022-11-08,S002
P184,Broccoli 500 ml #16,Produce,0.75,782,2020-10-07,S016
P185,Spinach 2 lb #16,Produce,3.36,1929,2020-11-01,S017
P186,Tomatoes 32 oz #16,Produce,1.27,432,2023-06-09,S013
P187,Avocados 2 lb #16,Produce,5.95,788,2021-09-04,S017
P188,Lettuce 1 lb #16,Produce,5.06,1551,2022-12-26,S019
P189,Cucumbers 32 oz #16,Produce,2.15,778,2020-02-04,S004
P190,Blueberries 32 oz #16,Produce,5.89,1731,2023-04-10,S001
P191,Strawberries 500 ml #16,Produce,3.78,1703,2021-06-27,S019
P192,Grapes 2 lb #16,Produce,3.68,1083,2020-04-15,S006
P193,Apples 1 L #17,Produce,3.38,1822,2023-06-23,S013
P194,Bananas 16 oz #17,Produce,1.31,164,2023-10-26,S019
P195,Baby Carrots 16 oz #17,Produce,5.72,138,2020-08-13,S015
P196,Broccoli 1 lb #17,Produce,2.23,1514,2020-11-06,S007
P197,Spinach 1 lb #17,Produce,2.76,1887,2023-06-06,S002
P198,Tomatoes 16 oz #17,Produce,4.38,1248,2022-11-28,S011
P199,Avocados 2 lb #17,Produce,5.99,871,2022-09-06,S011
P200,Lettuce 2 lb #17,Produce,5.76,801,2022-07-30,S018
P201,Cucumbers 500 ml #17,Produce,2.45,1745,2023-10-26,S009
P202,Blueberries 16 oz #17,Produce,3.86,671,2021-01-28,S018
P203,Strawberries 1 L #17,Produce,2.14,691,2021-09-01,S007
P204,Grapes 32 oz #17,Produce,4.30,1082,2022-09-28,S012
P205,Apples 32 oz #18,Produce,3.58,349,2021-07-14,S019
P206,Bananas 1 lb #18,Produce,4.22,1776,2022-02-16,S012
P207,Baby Carrots 32 oz #18,Produce,5.75,186,2020-10-26,S010
P208,Broccoli 32 oz #18,Produce,5.75,1992,2020-06-10,S015
P209,Spinach 16 oz #18,Produce,4.11,513,2022-09-08,S018
P210,Tomatoes 500 ml #18,Produce,1.99,656,2023-02-25,S005
P211,Avocados 16 oz #18,Produce,1.10,596,2023-04-16,S002
P212,Lettuce 16 oz #18,Produce,4.18,1406,2022-12-23,S008
P213,Cucumbers 32 oz #18,Produce,0.79,1569,2022-04-26,S016
P214,Blueberries 12 oz #18,Produce,1.05,1227,2020-10-08,S006
P215,Strawberries 1 lb #18,Produce,2.74,1432,2022-09-01,S007
P216,Grapes 32 oz #18,Produce,4.66,684,2021-08-11,S002
P217,Apples 500 ml #19,Produce,5.49,1275,2020-07-02,S008
P218,Bananas 16 oz #19,Produce,3.44,955,2020-03-17,S006
P219,Baby Carrots 1 L #19,Produce,5.64,913,2020-03-15,S016
P220,Broccoli 12 oz #19,Produce,1.52,118,2021-08-15,S010
P221,Spinach 32 oz #19,Produce,3.62,682,2020-08-07,S015
P222,Tomatoes 2 lb #19,Produce,5.94,1111,2023-01-17,S005
P223,Avocados 32 oz #19,Produce,5.18,494,2022-08-16,S004
P224,Lettuce 500 ml #19,Produce,2.32,626,2022-07-28,S006
P225,Cucumbers 1 L #19,Produce,0.58,704,2021-11-21,S019
P226,Blueberries 16 oz #19,Produce,4.21,1351,2021-01-30,S013
P227,Strawberries 32 oz #19,Produce,5.05,277,2022-11-21,S013
P228,Grapes 16 oz #19,Produce,4.18,1077,2021-01-13,S011
P229,Apples 32 oz #20,Produce,5.65,885,2020-01-14,S008
P230,Bananas 32 oz #20,Produce,2.96,718,2021-06-30,S019
P231,Baby Carrots 32 oz #20,Produce,4.48,1438,2020-01-24,S012
P232,Broccoli 500 ml #20,Produce,4.31,342,2020-05-07,S015
P233,Spinach 500 ml #20,Produce,2.19,1129,2022-04-10,S010
P234,Tomatoes 32 oz #20,Produce,4.30,852,2023-08-01,S020
P235,Avocados 1 lb #20,Produce,1.71,413,2020-09-30,S015
P236,Lettuce 32 oz #20,Produce,4.61,951,2023-05-25,S018
P237,Cucumbers 1 L #20,Produce,5.52,1460,2023-01-05,S007
P238,Blueberries 1 L #20,Produce,4.69,1320,2023-10-25,S003
P239,Strawberries 500 ml #20,Produce,3.39,840,2022-12-17,S003
P240,Grapes 12 oz #20,Produce,5.54,1797,2020-08-17,S018
P241,Apples 2 lb #21,Produce,5.47,1199,2021-02-18,S005
P242,Bananas 1 lb #21,Produce,1.40,338,2022-12-01,S007
P243,Baby Carrots 12 oz #21,Produce,4.44,1940,2022-09-28,S017
P244,Broccoli 1 lb #21,Produce,2.95,370,2020-04-23,S017
P245,Spinach 12 oz #21,Produce,2.78,1244,2023-02-28,S015
P246,Tomatoes 500 ml #21,Produce,4.20,144,2021-09-23,S013
P247,Avocados 500 ml #21,Produce,1.90,546,2020-01-07,S019
P248,Lettuce 32 oz #21,Produce,0.90,1534,2022-05-17,S003
P249,Cucumbers 12 oz #21,Produce,3.48,1066,2020-05-03,S002
P250,Blueberries 1 L #21,Produce,2.08,377,2021-01-03,S014
P251,Strawberries 1 lb #21,Produce,2.56,1880,2022-02-22,S013
P252,Grapes 500 ml #21,Produce,2.57,1891,2023-10-30,S018
P253,Apples 12 oz #22,Produce,1.23,465,2021-12-13,S018
P254,Bananas 500 ml #22,Produce,2.66,556,2020-09-17,S001
P255,Baby Carrots 1 lb #22,Produce,4.66,1479,2021-09-03,S018
P256,Broccoli 1 L #22,Produce,2.83,570,2022-02-15,S008
P257,Spinach 32 oz #22,Produce,3.03,486,2020-11-13,S004
P258,Tomatoes 1 lb #22,Produce,0.68,1359,2023-09-14,S001
P259,Avocados 12 oz #22,Produce,1.82,1316,2020-05-17,S002
P260,Lettuce 500 ml #22,Produce,2.96,1886,2023-10-08,S002
P261,Cucumbers 1 lb #22,Produce,1.85,998,2020-03-31,S008
P262,Blueberries 16 oz #22,Produce,3.47,1131,2020-04-25,S010
P263,Strawberries 32 oz #22,Produce,1.79,1282,2023-03-25,S020
P264,Grapes 16 oz #22,Produce,4.75,718,2021-10-18,S005
P265,Apples 16 oz #23,Produce,5.92,946,2022-12-03,S010
P266,Bananas 2 lb #23,Produce,2.01,1901,2023-02-14,S006
P267,Baby Carrots 2 lb #23,Produce,3.94,1115,2022-05-24,S002
P268,Broccoli 500 ml #23,Produce,5.85,880,2023-08-10,S017
P269,Spinach 1 lb #23,Produce,2.25,405,2022-05-02,S010
P270,Tomatoes 1 lb #23,Produce,2.57,593,2023-01-06,S008
P271,Avocados 16 oz #23,Produce,2.15,1750,2023-12-20,S015
P272,Lettuce 1 lb #23,Produce,5.53,953,2023-02-25,S018
P273,Cucumbers 16 oz #23,Produce,3.41,622,2022-03-06,S007
P274,Blueberries 1 lb #23,Produce,2.32,1834,2020-06-10,S012
P275,Strawberries 12 oz #23,Produce,1.01,649,2021-01-25,S013
P276,Grapes 12 oz #23,Produce,4.21,1889,2023-05-19,S003
P277,Apples 500 ml #24,Produce,1.53,1475,2023-04-18,S018
P278,Bananas 1 L #24,Produce,1.69,1957,2021-03-03,S011
P279,Baby Carrots 16 oz #24,Produce,2.17,489,2020-02-01,S004
P280,Broccoli 16 oz #24,Produce,4.61,1524,2022-09-07,S020
P281,Spinach 16 oz #24,Produce,4.37,1230,2022-03-23,S011
P282,Tomatoes 1 lb #24,Produce,4.77,1192,2022-02-18,S012
P283,Avocados 2 lb #24,Produce,2.20,1907,2022-01-06,S016
P284,Lettuce 1 L #24,Produce,3.06,1819,2022-08-19,S011
P285,Cucumbers 32 oz #24,Produce,5.53,947,2022-01-29,S002
P286,Blueberries 500 ml #24,Produce,3.59,398,2021-03-29,S001
P287,Strawberries 2 lb #24,Produce,1.93,1574,2023-04-11,S014
P288,Grapes 32 oz #24,Produce,2.12,571,2021-02-05,S013
P289,Apples 1 lb #25,Produce,3.63,1227,2021-05-18,S011
P290,Bananas 500 ml #25,Produce,1.92,1414,2022-09-27,S016
P291,Baby Carrots 16 oz #25,Produce,3.03,386,2021-12-22,S018
P292,Broccoli 500 ml #25,Produce,3.19,220,2023-01-15,S017
P293,Spinach 1 L #25,Produce,0.69,1468,2020-06-01,S002
P294,Tomatoes 16 oz #25,Produce,4.70,1825,2022-04-24,S008
P295,Avocados 12 oz #25,Produce,0.87,547,2020-11-05,S017
P296,Lettuce 2 lb #25,Produce,3.01,1406,2020-05-03,S020
P297,Cucumbers 1 lb #25,Produce,5.52,132,2023-09-12,S001
P298,Blueberries 12 oz #25,Produce,3.43,134,2022-04-22,S017
P299,Strawberries 32 oz #25,Produce,4.47,135,2023-01-02,S017
P300,Grapes 1 lb #25,Produce,4.97,1751,2023-10-12,S006
P301,Apples 2 lb #26,Produce,1.09,404,2020-07-16,S008
P302,Bananas 32 oz #26,Produce,1.56,1769,2022-12-14,S012
P303,Baby Carrots 12 oz #26,Produce,1.97,864,2022-03-23,S013
P304,Broccoli 500 ml #26,Produce,3.02,562,2021-05-13,S010
P305,Spinach 500 ml #26,Produce,4.26,1857,2020-06-14,S002
P306,Tomatoes 1 lb #26,Produce,1.01,1231,2022-02-15,S016
P307,Avocados 500 ml #26,Produce,0.81,450,2020-01-20,S003
P308,Lettuce 500 ml #26,Produce,3.25,1706,2022-06-07,S011
P309,Cucumbers 2 lb #26,Produce,3.61,1982,2020-07-14,S002
P310,Blueberries 2 lb #26,Produce,1.76,1073,2023-11-18,S009
P311,Strawberries 500 ml #26,Produce,0.76,1995,2020-06-01,S009
P312,Grapes 500 ml #26,Produce,5.45,167,2023-02-28,S006
P313,Apples 12 oz #27,Produce,5.61,524,2021-10-06,S019
P314,Bananas 1 L #27,Produce,1.29,915,2023-12-30,S003
P315,Baby Carrots 16 oz #27,Produce,2.15,1260,2023-02-28,S013
P316,Broccoli 32 oz #27,Produce,4.22,886,2023-01-12,S005
P317,Spinach 500 ml #27,Produce,4.85,260,2023-11-12,S017
P318,Tomatoes 12 oz #27,Produce,4.60,300,2021-12-09,S014
P319,Avocados 32 oz #27,Produce,1.78,1339,2020-06-04,S020
P320,Lettuce 1 L #27,Produce,5.75,768,2022-03-23,S001
P321,Cucumbers 1 lb #27,Produce,3.99,567,2022-07-11,S012
P322,Blueberries 1 lb #27,Produce,3.54,480,2022-02-07,S019
P323,Strawberries 1 L #27,Produce,4.13,1366,2020-06-24,S010
P324,Grapes 12 oz #27,Produce,4.89,268,2023-12-31,S009
P325,Apples 1 L #28,Produce,1.35,1398,2023-12-28,S005
P326,Bananas 32 oz #28,Produce,4.57,318,2021-10-10,S003
P327,Baby Carrots 1 lb #28,Produce,0.53,837,2021-09-23,S009
P328,Broccoli 16 oz #28,Produce,1.06,982,2020-06-27,S015
P329,Spinach 1 lb #28,Produce,3.56,311,2022-11-15,S001
P330,Tomatoes 12 oz #28,Produce,0.99,1322,2023-02-09,S020
P331,Avocados 12 oz #28,Produce,4.81,697,2022-02-27,S014
P332,Lettuce 500 ml #28,Produce,2.63,1945,2020-06-22,S018
P333,Cucumbers 2 lb #28,Produce,5.48,1167,2021-05-12,S006
P334,Blueberries 16 oz #28,Produce,4.27,650,2020-12-13,S010
P335,Strawberries 12 oz #28,Produce,1.98,442,2020-10-25,S014
P336,Grapes 1 lb #28,Produce,2.02,1702,2021-09-05,S003
P337,Apples 500 ml #29,Produce,2.49,1380,2021-05-20,S016
P338,Bananas 1 lb #29,Produce,3.77,319,2021-02-04,S005
P339,Baby Carrots 32 oz #29,Produce,2.18,1823,2022-03-21,S020
P340,Broccoli 1 lb #29,Produce,2.59,785,2021-11-05,S014
P341,Spinach 2 lb #29,Produce,4.99,378,2023-08-26,S010
P342,Tomatoes 16 oz #29,Produce,2.26,1081,2023-11-24,S011
P343,Avocados 32 oz #29,Produce,1.48,696,2022-03-26,S016
P344,Lettuce 32 oz #29,Produce,5.82,870,2021-05-11,S009
P345,Cucumbers 32 oz #29,Produce,4.99,333,2022-03-15,S019
P346,Blueberries 16 oz #29,Produce,1.60,1496,2023-01-22,S018
P347,Strawberries 500 ml #29,Produce,0.65,529,2022-08-03,S015
P348,Grapes 12 oz #29,Produce,4.89,1777,2023-11-19,S014
P349,Apples 500 ml #30,Produce,4.20,720,2020-10-12,S008
P350,Bananas 500 ml #30,Produce,1.89,966,2020-11-11,S013
P351,Baby Carrots 1 lb #30,Produce,0.91,1292,2023-05-09,S013
P352,Broccoli 1 lb #30,Produce,3.44,1213,2023-11-17,S002
P353,Spinach 500 ml #30,Produce,4.85,1933,2022-01-06,S018
P354,Tomatoes 12 oz #30,Produce,3.77,1674,2020-06-23,S008
P355,Avocados 16 oz #30,Produce,4.12,1425,2021-12-28,S020
P356,Lettuce 500 ml #30,Produce,0.74,1424,2023-08-14,S013
P357,Cucumbers 1 L #30,Produce,5.82,981,2021-11-10,S004
P358,Blueberries 16 oz #30,Produce,0.56,1145,2021-06-13,S017
P359,Strawberries 2 lb #30,Produce,3.57,552,2023-11-09,S015
P360,Grapes 1 L #30,Produce,2.56,1491,2022-08-06,S019
P361,Apples 32 oz #31,Produce,4.30,150,2020-11-04,S016
P362,Bananas 12 oz #31,Produce,1.08,337,2022-05-01,S005
P363,Baby Carrots 1 lb #31,Produce,2.42,1706,2021-12-03,S007
P364,Broccoli 1 lb #31,Produce,3.37,299,2021-12-14,S015
P365,Spinach 32 oz #31,Produce,4.47,237,2022-07-15,S010
P366,Tomatoes 12 oz #31,Produce,0.75,146,2023-12-26,S011
P367,Avocados 1 L #31,Produce,4.06,436,2023-10-18,S008
P368,Lettuce 16 oz #31,Produce,3.34,777,2023-02-04,S018
P369,Cucumbers 16 oz #31,Produce,2.85,1733,2022-08-04,S013
P370,Blueberries 500 ml #31,Produce,3.96,1446,2021-01-16,S014
P371,Strawberries 16 oz #31,Produce,2.68,1020,2023-06-11,S019
P372,Grapes 500 ml #31,Produce,2.86,539,2020-01-10,S007
P373,Apples 1 L #32,Produce,2.03,1730,2023-12-12,S003
P374,Bananas 16 oz #32,Produce,3.68,849,2023-01-04,S011
P375,Baby Carrots 32 oz #32,Produce,1.58,1473,2020-08-21,S016
P376,Broccoli 32 oz #32,Produce,3.40,1322,2023-08-01,S013
P377,Spinach 12 oz #32,Produce,3.86,812,2023-04-17,S012
P378,Tomatoes 16 oz #32,Produce,5.15,1766,2023-06-18,S010
P379,Avocados 12 oz #32,Produce,5.55,1476,2023-04-23,S005
P380,Lettuce 32 oz #32,Produce,2.22,339,2021-05-03,S006
P381,Cucumbers 2 lb #32,Produce,2.55,895,2020-10-16,S014
P382,Blueberries 1 lb #32,Produce,3.78,966,2023-03-23,S006
P383,Strawberries 500 ml #32,Produce,3.18,1982,2023-01-05,S006
P384,Grapes 32 oz #32,Produce,3.55,387,2022-09-29,S006
P385,Apples 2 lb #33,Produce,2.23,209,2022-07-12,S012
P386,Bananas 16 oz #33,Produce,5.74,499,2022-09-19,S013
